0;0
1;6
2;0
3;0
4;0
5;0
6;0
7;0
8;50
9;208
10;0
11;0
12;0
13;0
14;0
15;0
16;240
17;0
18;0
19;0
20;0
21;331
22;0
23;367
24;211
25;81
26;0
27;0
28;0
29;0
30;36
31;206
32;24
33;8
34;277
35;0
36;0
37;48
38;278
39;465
40;181
41;0
42;0
43;0
44;0
45;64
46;114
47;0
48;77
49;304
50;337
51;209
52;217
53;484
54;458
55;263
56;0
57;0
58;0
59;0
60;33
61;189
62;240
63;119
64;362
65;371
66;385
67;398
68;581
69;418
70;277
71;0
72;0
73;158
74;0
75;0
76;72
77;401
78;300
79;545
80;483
81;443
82;771
83;713
84;679
85;314
86;0
87;4
88;269
89;1077
90;26
91;222
92;166
93;370
94;400
95;441
96;815
97;1020
98;990
99;682
100;481
101;92
102;95
103;145
104;123
105;124
106;190
107;340
108;265
109;537
110;190
111;1353
112;1355
113;969
114;852
115;694
116;406
117;285
118;214
119;255
120;0
121;384
122;160
123;252
124;93
125;669
126;1371
127;1162
128;2125
129;1452
130;748
131;219
132;231
133;397
134;0
135;0
136;4
137;146
138;580
139;394
140;718
141;890
142;1499
143;1529
144;1770
145;516
146;456
147;324
148;273
149;0
150;0
151;0
152;0
153;187
154;372
155;903
156;1463
157;1992
158;2453
159;1721
160;471
161;343
162;293
163;293
164;0
165;0
166;0
167;0
168;0
169;94
170;214
171;667
172;1447
173;1268
174;599
175;450
176;531
177;268
178;181
179;0
180;0
181;0
182;0
183;0
184;0
185;0
186;406
187;1195
188;1424
189;804
190;537
191;287
192;259
193;78
194;0
195;0
196;0
197;0
198;0
199;0
200;0
201;30
202;628
203;991
204;611
205;327
206;233
207;217
208;456
209;0
210;0
211;0
212;0
213;0
214;0
215;0
216;0
217;602
218;1359
219;1087
220;15
221;386
222;264
223;22
224;2
